0,11,11
0,11,6
0,11,1
0,5,10
0,0,9
0,3,6
0,2,1
0,11,1
0,6,2
0,4,5
2,0,10
4,0,9
10,0,10
2,0,8
7,0,8
0,0,5
4,0,1
7,0,4
11,0,8
8,0,4
